sentence,date,speaker_party,speaker_name,speaker_role,speech_title,text,result,url, 
156,none,none,none,none,Pakistan Army and Terrorism,"Currently, the most prominent terrorist organizations supported by Pakistan are Afghan Taliban, the Haqqani Network; the Mullah Nazir Group, Lashkar-e-Taiba, Harakat-ul-Mujahideen, and Jaish-e-Mohammed.",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
157,none,none,none,none,Pakistan Army and Terrorism,"Pakistan perceives existential threat to its territory from India and this consideration has always influenced its foreign policy. Among the groups that are active in Kashmir, the most important and still supported by Pakistan, are Hizbul Mujaheedin, Harkat-ul-Mujaheedin, Jaish-e-Mohammad and Lashkar-e-Taiba.",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
158,none,none,none,none,Pakistan Army and Terrorism,"Though Pakistan claims that most of the Jihadis who are active in Kashmir are Kashmiris, but in 2001, as per reports, out of the 2400 terrorists active in the Kashmir Valley alone, 1400 were Pakistanis or Afghans. ",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
159,none,none,none,none,Pakistan Army and Terrorism,"The leader of Jaish-e-Mohammad, Maulana Masood Azhar, is from the Punjab province of Pakistan, while the leader of Harkat-ul-Mujahedin, Fazl-ur-Rehman Khalil, is a Pashtun from the KPK. According to some observers, as much as 80 percent of the membership of Lashkar-e-Taiba comes from Pakistan.",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
160,none,none,none,none,Pakistan Army and Terrorism,Pakistan continued to sponsor terrorism against India. ,TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
161,none,none,none,none,Pakistan Army and Terrorism,"Pakistan supports terrorist groups in Afghanistan in order to deny Indian influence in its backyard, as well as to allow the nation to serve as a fall back in case of an (perceived) Indian invasion.",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
162,none,none,none,none,Pakistan Army and Terrorism,Pakistan used Afghanistan as both a training and a recruiting ground for a host of Jihadist groups to foment insurgency in Indian Administered Jammu and Kashmir. ,TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
163,none,none,none,none,Pakistan Army and Terrorism,"The Taliban’s Quetta Shura, or supreme decision-making council, is believed to be based in the Pakistani city of Quetta. The Taliban’s top leadership has been based inside Pakistan, according to some, with the knowledge and approval of the military and ISI. Mullah Omar, the Taliban’s founder and first Amir (Chief), died in a Pakistani hospital near Quetta in April 2013. ",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
164,none,none,none,none,Pakistan Army and Terrorism,"The Mullah Nazir Group is a Pakistani Taliban faction that operates in South Waziristan, listed as a Specially Designated Global Terrorist Entity in 2013 by the U.S government.",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
165,none,none,none,none,Pakistan Army and Terrorism,"The Pakistani military provided the Mullah Nazir Group with direct support when it clashed with rival members of the Islamic Movement of Uzbekistan. Despite the Mullah Nazir Group’s direct ties to Al Qaeda, Pakistan has viewed it as an ally in the tribal areas, and left it untouched when the Pakistani military launched operations that targeted the Movement of the Taliban in Pakistan.",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
166,none,none,none,none,Pakistan Army and Terrorism,"Harakat-ul-Mujahideen is yet another Pakistan-based Jihadist group that has been listed by the US as a Foreign Terrorist Organization. It operates in Pakistan, and engages in terrorist activity in Kashmir. HuM also operates terrorist training camps in eastern Afghanistan.",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
167,none,none,none,none,Pakistan Army and Terrorism,Pakistan shall continue to be a hot bed of Islamic militancy as long as the operative terrorist organizations resort to violence in the name of Islam and the public keeps showcasing acceptance to this phenomenon. ,TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
168,none,none,none,none,Pakistan Army and Terrorism,"The fact that Pakistan still sees terrorist groups and terrorists differently is also one of the major bottlenecks. The Army along with the ISI still distinguishes between ‘bad’ terrorists (those who target Pakistani Security Forces) and ‘good’ terrorists (those who advance its strategic objectives vis-á-vis Afghanistan, India and Indian Administered Jammu and Kashmir).",TRUE,https://www.efsas.org/publications/study-papers/pakistan-army-and-terrorism%3B-an-unholy-alliance/,
169,none,none,none,none,Operation Sindoor,"April 22, 2025, Pakistani and Pakistan-trained terrorists belonging to the Lashkar-e-Taiba carried out a savage attack on Indian tourists at Pahalgam in Jammu & Kashmir in India. They murdered 26 people, including one national of Nepal, causing the largest number of civilian casualties in a terrorist attack in India since the 26th November 2008 attacks in Mumbai.",TRUE,https://www.mea.gov.in/Speeches-Statements.htm?dtl/39473,
170,none,none,none,none,Operation Sindoor,"The attack in Pahalgam was marked by extreme barbarity, with the victims mostly killed with head-shots from close range and in front of their families. Family members were deliberately traumatized through the manner of the killing, accompanied by the exhortation that they should take back the message.",TRUE,https://www.mea.gov.in/Speeches-Statements.htm?dtl/39473,
171,none,none,none,none,Operation Sindoor,"he attack was clearly driven by the objective of undermining the normalcy returning to Jammu & Kashmir. In particular, it was designed to impact the mainstay of the economy, tourism, with a record 23 million tourists visiting the valley last year. The calculation, presumably, was that harming growth and development in the Union Territory would help keep it backward and create fertile ground for continued cross-border terrorism from Pakistan.",TRUE,https://www.mea.gov.in/Speeches-Statements.htm?dtl/39473,
172,none,none,none,none,Operation Sindoor,"A group calling itself The Resistance Front (TRF) has claimed responsibility for the attack. This group is a front for the UN-proscribed Pakistani terrorist group, Lashkar-e-Taiba. It is notable that India had given inputs about the TRF in the half-yearly report to the Monitoring Team of the UN's 1267 Sanctions Committee in May and November 2024, bringing out its role as a cover for Pakistan-based terrorist groups. Earlier too, in December 2023, India had informed the monitoring team about LeT and Jaish-e-Mohammad operating through small terror groups such as the TRF. Pakistan's pressure to remove references to TRF in the April 25 UN Security Council Press Statement is notable in this regard.",TRUE,https://www.mea.gov.in/Speeches-Statements.htm?dtl/39473,
173,none,none,none,none,Operation Sindoor,"Investigations into the Pahalgam terror attack have brought out the communication nodes of terrorists in and to Pakistan. The claims made by The Resistance Front and their reposting by known social media handles of the Lashkar-e-Taiba speak for themselves. Identification of the attackers, based on eyewitness accounts, as well as other information available to law enforcement agencies, has also progressed. Our intelligence has developed an accurate picture of the planners and backers of this team.",TRUE,https://www.mea.gov.in/Speeches-Statements.htm?dtl/39473,
174,none,none,none,none,Operation Sindoor,"The features of this attack also tie in with Pakistan's long track record of perpetrating cross-border terror in India, which is well documented, and beyond question. Pakistan also has a well-deserved reputation as a haven for terrorists from around the world, with internationally proscribed terrorists enjoying impunity there. In addition, Pakistan has been known to wilfully mislead the world and international forums, such as the Financial Action Task Force, on this issue. The Sajid Mir case, in which this terrorist was declared dead and then, in response to international pressure, brought back to life, found alive and arrested, is the most glaring example.",TRUE,https://www.mea.gov.in/Speeches-Statements.htm?dtl/39473,
175,none,none,none,none,Operation Sindoor,"The latest attack in Pahalgam has understandably generated deep anger in Jammu and Kashmir, and in other parts of India. Following the attacks, the Government of India naturally responded with a set of initial measures relating to our engagement with Pakistan. You are all aware of the decisions that were announced on the 23rd of April 2025.",TRUE,https://www.mea.gov.in/Speeches-Statements.htm?dtl/39473,
176,none,none,none,none,Operation Sindoor,"However, it was deemed essential that the perpetrators and planners of the 22nd April attack be brought to justice. Despite a fortnight having passed since the attacks, there has been no demonstrable step from Pakistan to take action against the terrorist infrastructure on its territory or on territory under its control. Instead, all it has indulged in are denials and allegations. Our intelligence monitoring of Pakistan-based terrorist modules indicated that further attacks against India were impending. There was thus a compulsion both to deter and to pre-empt.",TRUE,https://www.mea.gov.in/Speeches-Statements.htm?dtl/39473,
177,none,none,none,none,gibberish,"“Coming up, the latest from the financial markets.”",NEUTRAL,none,
178,none,none,none,none,gibberish,“We’ll have more on that story after the break.”,NEUTRAL,none,
179,none,none,none,none,gibberish,“You can find more on this developing story on our website.”,NEUTRAL,none,
180,none,none,none,none,gibberish,“Still to come: a special report on climate change.”,NEUTRAL,none,
181,none,none,none,none,gibberish,“We’ll be speaking to our correspondent live from the scene shortly.”,NEUTRAL,none,
182,none,none,none,none,gibberish,"“Next, a look at today’s weather with me.”",NEUTRAL,none,
183,none,none,none,none,gibberish,“Stay with us for analysis from our political editor.”,NEUTRAL,none,
184,none,none,none,none,gibberish,"“For full coverage, visit our news Channel.”",NEUTRAL,none,
185,none,none,none,none,gibberish,“We’ll return to that story as more details emerge.”,NEUTRAL,none,
186,none,none,none,none,gibberish,“Up next: a summary of the world headlines.”,NEUTRAL,none,
187,none,none,none,none,gibberish,“Thanks for joining us. Let's begin with the top story this hour.”,NEUTRAL,none,
188,none,none,none,none,gibberish,We'll be right back after this short break.,NEUTRAL,none,
189,none,none,none,none,gibberish,Stay with us for a special report coming up at 8.,NEUTRAL,none,
190,none,none,none,none,gibberish,Don’t miss our exclusive interview tomorrow at 9 a.m.,NEUTRAL,none,
191,none,none,none,none,gibberish,"Up next, a look at today’s weather forecast.",NEUTRAL,none,
192,none,none,none,none,gibberish,"For more updates, visit our website or follow us on social media.",NEUTRAL,none,
